client_id,ticket_date,ticket_type,resolved_within_sla
CLI00488,2026-02-13 12:25:51.617646,general,True
CLI00490,2026-05-19 12:25:51.617646,general,True
CLI00490,2025-11-06 12:25:51.617646,general,True
CLI00491,2026-06-13 12:25:51.617646,complaint,True
CLI00493,2026-06-08 12:25:51.617646,complaint,True
CLI00494,2026-03-05 12:25:51.617646,claim_query,True
CLI00494,2026-04-01 12:25:51.617646,claim_query,True
CLI00494,2026-07-17 12:25:51.617646,policy_change,False
CLI00495,2025-08-13 12:25:51.617646,complaint,True
CLI00495,2025-10-28 12:25:51.617646,claim_query,True
CLI00495,2025-12-07 12:25:51.617646,general,True
CLI00498,2025-12-25 12:25:51.617646,general,False
CLI00498,2026-06-25 12:25:51.617646,billing,True
CLI00498,2026-04-19 12:25:51.617646,claim_query,False
CLI00498,2026-07-18 12:25:51.617646,billing,True
CLI00500,2025-10-10 12:25:51.617646,policy_change,False
